feature,mean_importance
ra,-9.668888107244866e-05
koi_kmag,-4.996575117451885e-05
koi_rmag,-3.9081201544699516e-05
koi_kepmag,-9.986215009916144e-06
koi_jmag,-8.47850492534663e-06
dec,-9.315583774371916e-08
koi_quarters,-5.551115123125783e-17
koi_fwm_pdeco,-2.2204460492503132e-17
koi_hmag,-2.2204460492503132e-17
koi_fwm_prao,-2.2204460492503132e-17
koi_srad,0.0
koi_ldm_coeff2,0.0
koi_slogg,0.0
koi_fwm_sra,1.2903723612500694e-05
koi_ldm_coeff1,1.677206987398261e-05
koi_gmag,2.71039989246602e-05
koi_fwm_sdec,3.0984731660888e-05
koi_time0,5.833341974934569e-05
koi_dikco_mdec,8.197822507992614e-05
koi_fwm_srao,8.362940365327364e-05
koi_zmag,0.00011430383793780141
koi_fwm_sdeco,0.00012072597322903
koi_imag,0.00016282697210842078
koi_max_sngle_ev,0.0003686465472989342
koi_steff,0.00043558362970573804
koi_impact,0.00044252152617619834
koi_dicco_mra,0.00046623903069820116
koi_srho,0.00047012740715555166
koi_insol,0.0005890724335729791
koi_smass,0.0007120065718974611
koi_prad,0.0008989181459776007
koi_time0bk,0.0016505333462660144
koi_bin_oedp_sig,0.0017585491644416696
koi_max_mult_ev,0.002030558924205317
koi_duration,0.0020758857818944263
koi_dicco_mdec,0.0021007577252572405
koi_tce_plnt_num,0.0025373575172870423
koi_ror,0.002754071043551398
koi_dikco_mra,0.0034916152572769697
koi_num_transits,0.0040463327921807625
koi_dor,0.004550634796081821
koi_teq,0.004882106329961944
koi_model_snr,0.005275351840634756
koi_sma,0.0065712640651670595
koi_depth,0.00893514519784816
koi_period,0.011445556199773877
koi_dicco_msky,0.012764620574298668
koi_smet,0.014558251078436035
koi_incl,0.020628114101987994
koi_dikco_msky,0.023932965353488954
koi_fwm_stat_sig,0.060116307634043256
koi_count,0.13181234067305034
